"id","question","ground_truth","model_used","generated","bleu","rouge1","rougeL","bert_F1"
"Q011","Is phosphoglycerate dehydrogenase deficiency inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004159513029082128","0.06557377049180327","0.06557377049180327","0.8074650764465332"
"Q012","Who is at risk for Peripheral Arterial Disease (P.A.D.)? ?","Smoking is the main risk factor for P.A.D. Your risk of P.A.D. increases four times if you smoke. Smoking also raises your risk for other diseases, such as coronary heart disease (CHD). On average, smokers who develop P.A.D. have symptoms 10 years earlier than nonsmokers who develop P.A.D. As you get older, your risk for P.A.D. increases, usually starting in your fifties. Older age combined with other risk factors, such as smoking or diabetes, also puts you at higher risk. African American men and women have a greater risk of developing P.A.D. than Caucasians. Your risk for P.A.D. is higher if you have diabetes, high cholesterol, high blood pressure, heart disease, or have had a stroke. A family history of these conditions also makes P.A.D. more likely.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.7504387852693641e-07","0.0130718954248366","0.0130718954248366","0.7951016426086426"
"Q013","Is glucose-galactose malabsorption inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. Most often, the parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but do not show signs and symptoms of the condition. In some cases, individuals with one altered gene have reduced levels of glucose absorption capacity as measured in laboratory tests, but this has not generally been shown to have significant health effects.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.6955091854211743e-05","0.06451612903225806","0.043010752688172046","0.8063662648200989"
"Q014","What are the treatments for Myhre syndrome ?","These resources address the diagnosis or management of Myhre syndrome:  - Centers for Disease Control and Prevention: Types of Hearing Loss  - Genetic Testing Registry: Myhre syndrome  - National Institute on Deafness and Other Communication Disorders: Communication Considerations for Parents of Deaf and Hard-of-Hearing Children   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7860526442527771"
"Q015","What is (are) Migraine ?","If you suffer from migraine headaches, you're not alone. About 12 percent of the U.S. population gets them. Migraines are recurring attacks of moderate to severe pain. The pain is throbbing or pulsing, and is often on one side of the head. During migraines, people are very sensitive to light and sound. They may also become nauseated and vomit.     Migraine is three times more common in women than in men. Some people can tell when they are about to have a migraine because they see flashing lights or zigzag lines or they temporarily lose their vision.     Many things can trigger a migraine. These include        -  Anxiety    -  Stress    -  Lack of food or sleep     -  Exposure to light    -  Hormonal changes (in women)       Doctors used to believe migraines were linked to the opening and narrowing of blood vessels in the head. Now they believe the cause is related to genes that control the activity of some brain cells. Medicines can help prevent migraine attacks or help relieve symptoms of attacks when they happen. For many people, treatments to relieve stress can also help.    NIH: National Institute of Neurological Disorders and Stroke","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.4587545411672576e-10","0.020202020202020204","0.010101010101010102","0.7809323072433472"
"Q016","What are the symptoms of Retinal vasculopathy with cerebral leukodystrophy ?","What are the signs and symptoms of Retinal vasculopathy with cerebral leukodystrophy? The Human Phenotype Ontology provides the following list of signs and symptoms for Retinal vasculopathy with cerebral leukodystrophy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the retinal vasculature 90% Visual impairment 90% Abnormality of movement 50% Behavioral abnormality 50% Cerebral ischemia 50% Developmental regression 50% Hematuria 50% Hemiplegia/hemiparesis 50% Migraine 50% Nephropathy 50% Neurological speech impairment 50% Proteinuria 50% Retinopathy 50% Seizures 50% Cataract 7.5% Glaucoma 7.5% Incoordination 7.5% Micronodular cirrhosis 5% Abnormality of the musculature of the lower limbs - Abnormality of the periventricular white matter - Adult onset - Apraxia - Autosomal dominant inheritance - Central nervous system degeneration - Dementia - Dysarthria - Elevated erythrocyte sedimentation rate - Elevated hepatic transaminases - Hemiparesis - Limb pain - Lower limb hyperreflexia - Macular edema - Pigmentary retinal degeneration - Progressive - Progressive forgetfulness - Progressive visual loss - Punctate vasculitis skin lesions - Retinal exudate - Retinal hemorrhage - Stroke - Telangiectasia - Vasculitis in the skin - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","7.3031262790391e-18","0.0056022408963585435","0.0056022408963585435","0.7599208950996399"
"Q017","What is (are) Chondrodysplasia punctata 2 X-linked dominant ?","X-linked dominant chondrodysplasia punctata (CDPX2), also known as Conradi-Hnermann-Happle syndrome, is a rare form of skeletal dysplasia characterized by skeletal malformations, skin abnormalities, cataracts and short stature. The specific symptoms and severity of the disorder may vary greatly from one individual to another. CDPX2 is caused by mutations in the emopamil binding protein gene, EBP. In many cases, this mutation occurs randomly, for no apparent reason (i.e., new mutation). The condition  is inherited as an X-linked dominant trait and occurs almost exclusively in females. Treatment of CDPX2 is directed toward the specific symptoms that present in each individual. Such treatment may require the coordinated efforts of a team of medical professionals, including physicians who diagnose and treat disorders of the skeleton, joints, muscles, and related tissues (orthopedists); skin specialists (dermatologists); eye specialists; and/or other health care professionals.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","6.43950442129712e-08","0.0130718954248366","0.0130718954248366","0.7832290530204773"
"Q018","What to do for Fecal Incontinence ?","Dietary changes that may improve fecal incontinence include","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.8177542686462402"
"Q019","What is (are) prolidase deficiency ?","Prolidase deficiency is a disorder that causes a wide variety of symptoms. The disorder typically becomes apparent during infancy. Affected individuals may have enlargement of the spleen (splenomegaly); in some cases, both the spleen and liver are enlarged (hepatosplenomegaly). Diarrhea, vomiting, and dehydration may also occur. People with prolidase deficiency are susceptible to severe infections of the skin or ears, or potentially life-threatening respiratory tract infections. Some individuals with prolidase deficiency have chronic lung disease.  Characteristic facial features in people with prolidase deficiency include prominent eyes that are widely spaced (hypertelorism), a high forehead, a flat bridge of the nose, and a very small lower jaw and chin (micrognathia). Affected children may experience delayed development, and about 75 percent of people with prolidase deficiency have intellectual disability that may range from mild to severe.  People with prolidase deficiency often develop skin lesions, especially on their hands, feet, lower legs, and face. The severity of the skin involvement, which usually begins during childhood, may range from a mild rash to severe skin ulcers. Skin ulcers, especially on the legs, may not heal completely, resulting in complications including infection and amputation.  The severity of symptoms in prolidase deficiency varies greatly among affected individuals. Some people with this disorder do not have any symptoms. In these individuals the condition can be detected by laboratory tests such as newborn screening tests or tests offered to relatives of affected individuals.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.246430514319201e-12","0.016260162601626018","0.016260162601626018","0.7845423221588135"
"Q020","What are the symptoms of Lubinsky syndrome ?","What are the signs and symptoms of Lubinsky syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Lubinsky syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the testis 90% Cataract 90% Decreased fertility 90% Autosomal recessive inheritance - Elevated follicle stimulating hormone - Hypogonadism - Infertility - Male hypogonadism - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.805504602263625e-13","0.007843137254901962","0.007843137254901962","0.7857317924499512"
"Q021","What is the outlook for Myotonia Congenita ?","Most individuals with myotonia congenita lead long, productive lives. Although muscle stiffness may interfere with walking, grasping, chewing, and swallowing, it is usually relieved with exercise.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.004261094784666207","0.05555555555555555","0.05555555555555555","0.8173831105232239"
"Q022","What are the symptoms of Potato nose ?","What are the signs and symptoms of Potato nose? The Human Phenotype Ontology provides the following list of signs and symptoms for Potato nose. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the nose - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","7.190724674798103e-12","0.008403361344537815","0.008403361344537815","0.792713463306427"
"Q023","What are the genetic changes related to familial hyperaldosteronism ?","The various types of familial hyperaldosteronism have different genetic causes. Familial hyperaldosteronism type I is caused by the abnormal joining together (fusion) of two similar genes called CYP11B1 and CYP11B2, which are located close together on chromosome 8. These genes provide instructions for making two enzymes that are found in the adrenal glands.  The CYP11B1 gene provides instructions for making an enzyme called 11-beta-hydroxylase. This enzyme helps produce hormones called cortisol and corticosterone. The CYP11B2 gene provides instructions for making another enzyme called aldosterone synthase, which helps produce aldosterone. When CYP11B1 and CYP11B2 are abnormally fused together, too much aldosterone synthase is produced. This overproduction causes the adrenal glands to make excess aldosterone, which leads to the signs and symptoms of familial hyperaldosteronism type I.  Familial hyperaldosteronism type III is caused by mutations in the KCNJ5 gene. The KCNJ5 gene provides instructions for making a protein that functions as a potassium channel, which means that it transports positively charged atoms (ions) of potassium into and out of cells. In the adrenal glands,the flow of ions through potassium channels produced from the KCNJ5 gene is thought to help regulate the production of aldosterone. Mutations in the KCNJ5 gene likely result in the production of potassium channels that are less selective, allowing other ions (predominantly sodium) to pass as well. The abnormal ion flow results in the activation of biochemical processes (pathways) that lead to increased aldosterone production, causing the hypertension associated with familial hyperaldosteronism type III.  The genetic cause of familial hyperaldosteronism type II is unknown.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.832563387401773e-13","0.007462686567164178","0.007462686567164178","0.7794321179389954"
"Q024","What are the symptoms of Sudden Cardiac Arrest ?","Usually, the first sign of sudden cardiac arrest (SCA) is loss of consciousness (fainting). At the same time, no heartbeat (or pulse) can be felt.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.004709238035176906","0.05714285714285714","0.05714285714285714","0.8234657049179077"
"Q025","What are the treatments for What I need to know about Diarrhea ?","Diarrhea is treated by replacing lost fluids, salts, and minerals to prevent dehydration.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.015635220893785457","0.08695652173913043","0.08695652173913043","0.8189470767974854"
"Q026","How to diagnose Spastic diplegia cerebral palsy ?","How is spastic diplegia cerebral palsy diagnosed? A diagnosis of spastic diplegia cerebral palsy is based on the presence of characteristic signs and symptoms. However, the following tests may be recommended to rule out other conditions that cause similar features. Blood tests CT scan of the head MRI scan of the head Electroencephalogram (EEG) Electromyography For more information about the diagnosis of spastic diplegia cerebral palsy and other types of cerebral palsy, please click here.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.173059628709938e-05","0.023529411764705882","0.023529411764705882","0.7960206270217896"
"Q027","What are the symptoms of Familial dilated cardiomyopathy ?","What are the signs and symptoms of Familial dilated cardiomyopathy? The Human Phenotype Ontology provides the following list of signs and symptoms for Familial dilated cardiomyopathy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Hypertrophic cardiomyopathy 90% Abnormality of neutrophils 7.5% EMG abnormality 7.5% Lipoatrophy 7.5% Myopathy 7.5% Palmoplantar keratoderma 7.5% Sensorineural hearing impairment 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.1886187942516551e-12","0.007604562737642585","0.007604562737642585","0.7813679575920105"
"Q028","What is (are) Chronic Lymphocytic Leukemia ?","Key Points","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7934306859970093"
"Q029","What are the treatments for dihydrolipoamide dehydrogenase deficiency ?","These resources address the diagnosis or management of dihydrolipoamide dehydrogenase deficiency:  - Gene Review: Gene Review: Dihydrolipoamide Dehydrogenase Deficiency  - Genetic Testing Registry: Maple syrup urine disease, type 3   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7782137989997864"
"Q030","What is (are) Leukemia ?","Radiation therapy is a cancer treatment that uses high-energy x-rays to destroy cancer cells. Some patients receive radiation treatment that is directed at the whole body.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.004261094784666207","0.05263157894736841","0.05263157894736841","0.8170837759971619"
"Q031","How to prevent Peripheral Arterial Disease (P.A.D.) ?","What Causes P.A.D.? The most common cause of P.A.D. is atherosclerosis, a buildup of plaque in the arteries. The exact cause of atherosclerosis isn't known. Certain people are at higher risk for developing atherosclerosis. The disease may start if certain factors damage the inner layers of the arteries. These factors include - smoking  - high amounts of certain fats and cholesterol in the blood   - high blood pressure   - high amounts of sugar in the blood due to insulin resistance or diabetes. smoking high amounts of certain fats and cholesterol in the blood high blood pressure high amounts of sugar in the blood due to insulin resistance or diabetes. The major risk factors for P.A.D. are smoking, older age, and having certain diseases or conditions. The Effects of Smoking Smoking is the main risk factor for P.A.D. Your risk of P.A.D. increases four times if you smoke or have a history of smoking. On average, people who smoke and develop P.A.D. have symptoms 10 years earlier than people who don't smoke and develop P.A.D. Quitting smoking slows the progress of P.A.D. Smoking even one or two cigarettes a day can interfere with P.A.D. treatments. People who smoke and people who have diabetes are at highest risk for P.A.D. complications such as gangrene (tissue death) in the leg from decreased blood flow. Older Age Older age also is a risk factor for P.A.D. Plaque builds up in your arteries as you age. About 1 in every 20 Americans over the age of 50 has P.A.D. The risk continues to rise as you get older. Older age combined with other factors, such as smoking or diabetes, also puts you at higher risk for P.A.D. Diseases That Put You at Risk Many diseases and conditions can raise your risk of P.A.D., including - diabetes. About 1 in 3 people older than 50 who has diabetes also has P.A.D.  - high blood pressure   - high blood cholesterol   - coronary heart disease (CHD)   - stroke   - metabolic syndrome (a group of risk factors that raise your risk of CHD and other health problems, such as P.A.D., stroke, and diabetes).  diabetes. About 1 in 3 people older than 50 who has diabetes also has P.A.D. high blood pressure high blood cholesterol coronary heart disease (CHD) stroke metabolic syndrome (a group of risk factors that raise your risk of CHD and other health problems, such as P.A.D., stroke, and diabetes). A family history of these conditions makes P.A.D. more likely. Reducing Your Risk for P.A.D. Taking action to control your risk factors can help prevent or delay P.A.D. There are several helpful lifestyle changes you can make. - Quit smoking. Smoking is the biggest risk factor for P.A.D.  - Eat a healthy diet. Look for foods that are low in total fat, saturated fat, trans fat, cholesterol, and sodium (salt).  - Get regular exercise and physical activity. Quit smoking. Smoking is the biggest risk factor for P.A.D. Eat a healthy diet. Look for foods that are low in total fat, saturated fat, trans fat, cholesterol, and sodium (salt). Get regular exercise and physical activity. These lifestyle changes can reduce your risk for P.A.D. and its complications. They can also help prevent and control conditions such as diabetes and high blood pressure that can lead to P.A.D.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.239859211836997e-26","0.0033444816053511705","0.0033444816053511705","0.7824994921684265"
"Q032","What is (are) Liver Cancer ?","Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons. Primary liver cancer starts in the liver. Metastatic liver cancer starts somewhere else and spreads to your liver.     Risk factors for primary liver cancer include        - Having hepatitis B or C    - Heavy alcohol use    - Having cirrhosis, or scarring of the liver    - Having hemochromatosis, an iron storage disease    - Obesity and diabetes       Symptoms can include a lump or pain on the right side of your abdomen and yellowing of the skin. However, you may not have symptoms until the cancer is advanced. This makes it harder to treat. Doctors use tests that examine the liver and the blood to diagnose liver cancer. Treatment options include surgery, radiation, chemotherapy, or liver transplantation.     NIH: National Cancer Institute","","[GEN ERROR] Local generation failed: name 'torch' is not defined","7.657904474898015e-08","0.028169014084507046","0.028169014084507046","0.7811800837516785"
"Q033","What are the complications of Short Bowel Syndrome ?","The complications of short bowel syndrome may include","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.8111947178840637"
"Q034","What is (are) Creutzfeldt-Jakob disease ?","Creutzfeldt-Jakob disease (CJD) is a rare fatal brain disorder that usually occurs later in life and runs a rapid course. In the early stages of the disease, patients may have failing memory, behavior changes, impaired coordination, and vision problems. As CJD progresses, mental deterioration becomes severe, and they can have uncontrolled movements, blindness, weakness, and go into a coma. This condition often leads to death within a few weeks or months after symptoms begin. About 90 percent of patients do not survive for more than one year. In the United States, about 300 people are diagnosed with this condition each year. It occurs in approximately one in every one million people worldwide. CJD can be very difficult to diagnose because it is similar to other forms of dementia. The only way to confirm the diagnosis is to test a small sample of brain tissue, which can be done by brain biopsy or autopsy. CJD is caused by the build up of abnormal prion proteins in the brain. For most patients, the reason for the abnormal prions is unknown (sporadic CJD). About 5 to 10 percent of cases are due to an inherited genetic mutation associated with CJD (familial CJD). This condition can also be acquired through contact with infected brain tissue (iatrogenic CJD) or consuming infected beef (variant CJD). There is no specific treatment for CJD, so the goal is to make a person as comfortable as possible.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.1458330978665e-12","0.024096385542168676","0.01606425702811245","0.7904638051986694"
